전용면적(㎡),건축년도,건축면적,연면적,주차대수,전체동수,주거전용면적
149.78,2008,5218.09,147442,1171,11,78559.1
84.98,2008,5218.09,147442,1171,11,78559.1
119.58,2008,5218.09,147442,1171,11,78559.1
114.97,2008,5218.09,147442,1171,11,78559.1
85,1999,4915.05,91401,692,8,49312.64
59.82,1999,4915.05,91401,692,8,49312.64
85,1999,4915.05,91401,692,8,49312.64
85,1999,4915.05,91401,692,8,49312.64
85,1999,4915.05,91401,692,8,49312.64
59.82,1999,4915.05,91401,692,8,49312.64
59.82,1999,4915.05,91401,692,8,49312.64
59.82,1999,4915.05,91401,692,8,49312.64
85,1999,4915.05,91401,692,8,49312.64
59.82,1999,4915.05,91401,692,8,49312.64
101.6,1999,4915.05,91401,692,8,49312.64
85,1999,4915.05,91401,692,8,49312.64
101.6,1999,4915.05,91401,692,8,49312.64
85,1999,4915.05,91401,692,8,49312.64
59.82,1999,4915.05,91401,692,8,49312.64
59.82,1999,4915.05,91401,692,8,49312.64
59.82,1999,4915.05,91401,692,8,49312.64
101.6,1999,4915.05,91401,692,8,49312.64
59.82,1999,4915.05,91401,692,8,49312.64
59.82,1999,4915.05,91401,692,8,49312.64
85,1999,4915.05,91401,692,8,49312.64
59.82,1999,4915.05,91401,692,8,49312.64
59.82,1999,4915.05,91401,692,8,49312.64
59.82,1999,4915.05,91401,692,8,49312.64
59.82,1999,4915.05,91401,692,8,49312.64
101.6,1999,4915.05,91401,692,8,49312.64
85,1999,4915.05,91401,692,8,49312.64
59.82,1999,4915.05,91401,692,8,49312.64
114.59,1999,4915.05,91401,692,8,49312.64
59.82,1999,4915.05,91401,692,8,49312.64
85,1999,4915.05,91401,692,8,49312.64
59.82,1999,4915.05,91401,692,8,49312.64
85,1999,4915.05,91401,692,8,49312.64
105.18,2002,2517.72,40695,420,4,20553.26
123.04,2002,2517.72,40695,420,4,20553.26
135.73,2002,2517.72,40695,420,4,20553.26
107.91,2002,2517.72,40695,420,4,20553.26
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
76.79,1979,0,504698,3021,28,353088.96
84.43,1979,0,504698,3021,28,353088.96
130.259,2007,2962,65079,540,5,36256.068
84.122,2007,2962,65079,540,5,36256.068
84.122,2007,2962,65079,540,5,36256.068
130.259,2007,2962,65079,540,5,36256.068
130.259,2007,2962,65079,540,5,36256.068
130.259,2007,2962,65079,540,5,36256.068
84.122,2007,2962,65079,540,5,36256.068
130.259,2007,2962,65079,540,5,36256.068
130.259,2007,2962,65079,540,5,36256.068
130.259,2007,2962,65079,540,5,36256.068
130.259,2007,2962,65079,540,5,36256.068
130.259,2007,2962,65079,540,5,36256.068
134.789,2007,2962,65079,540,5,36256.068
130.259,2007,2962,65079,540,5,36256.068
84.122,2007,2962,65079,540,5,36256.068
84.122,2007,2962,65079,540,5,36256.068
84.122,2007,2962,65079,540,5,36256.068
130.259,2007,2962,65079,540,5,36256.068
134.789,2007,2962,65079,540,5,36256.068
130.259,2007,2962,65079,540,5,36256.068
84.9984,2006,20457.82,553661,4443,34,298679.464
114.9931,2006,20457.82,553661,4443,34,298679.464
120.8233,2006,20457.82,553661,4443,34,298679.464
119.8906,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
114.9931,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
114.9931,2006,20457.82,553661,4443,34,298679.464
119.8906,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
114.9931,2006,20457.82,553661,4443,34,298679.464
120.8233,2006,20457.82,553661,4443,34,298679.464
59.9937,2006,20457.82,553661,4443,34,298679.464
120.8233,2006,20457.82,553661,4443,34,298679.464
59.9818,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
134.9023,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
119.8906,2006,20457.82,553661,4443,34,298679.464
114.9931,2006,20457.82,553661,4443,34,298679.464
119.8906,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
120.8233,2006,20457.82,553661,4443,34,298679.464
120.8233,2006,20457.82,553661,4443,34,298679.464
114.9931,2006,20457.82,553661,4443,34,298679.464
120.8233,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
120.8233,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
59.9818,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
59.9818,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
114.9931,2006,20457.82,553661,4443,34,298679.464
59.9818,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
120.8233,2006,20457.82,553661,4443,34,298679.464
176.9924,2006,20457.82,553661,4443,34,298679.464
119.8906,2006,20457.82,553661,4443,34,298679.464
114.9931,2006,20457.82,553661,4443,34,298679.464
119.8906,2006,20457.82,553661,4443,34,298679.464
114.9931,2006,20457.82,553661,4443,34,298679.464
134.9023,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
138.3156,2006,20457.82,553661,4443,34,298679.464
84.9231,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
134.9023,2006,20457.82,553661,4443,34,298679.464
119.8906,2006,20457.82,553661,4443,34,298679.464
120.8233,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
59.9818,2006,20457.82,553661,4443,34,298679.464
120.8233,2006,20457.82,553661,4443,34,298679.464
114.9931,2006,20457.82,553661,4443,34,298679.464
134.9023,2006,20457.82,553661,4443,34,298679.464
119.8906,2006,20457.82,553661,4443,34,298679.464
176.9924,2006,20457.82,553661,4443,34,298679.464
59.9937,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
176.9924,2006,20457.82,553661,4443,34,298679.464
134.9023,2006,20457.82,553661,4443,34,298679.464
114.9931,2006,20457.82,553661,4443,34,298679.464
119.8906,2006,20457.82,553661,4443,34,298679.464
134.9023,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
176.9924,2006,20457.82,553661,4443,34,298679.464
120.8233,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
134.9023,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
120.8233,2006,20457.82,553661,4443,34,298679.464
134.9023,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
59.9937,2006,20457.82,553661,4443,34,298679.464
138.3156,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
134.9023,2006,20457.82,553661,4443,34,298679.464
59.9818,2006,20457.82,553661,4443,34,298679.464
59.9818,2006,20457.82,553661,4443,34,298679.464
134.9023,2006,20457.82,553661,4443,34,298679.464
134.9023,2006,20457.82,553661,4443,34,298679.464
134.9023,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
120.8233,2006,20457.82,553661,4443,34,298679.464
59.9818,2006,20457.82,553661,4443,34,298679.464
120.8233,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
59.9818,2006,20457.82,553661,4443,34,298679.464
134.9023,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
119.8906,2006,20457.82,553661,4443,34,298679.464
119.8906,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
134.9023,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
114.9931,2006,20457.82,553661,4443,34,298679.464
120.8233,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
84.9231,2006,20457.82,553661,4443,34,298679.464
84.9231,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
59.9818,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
59.9818,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
119.8906,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
114.9931,2006,20457.82,553661,4443,34,298679.464
84.9984,2006,20457.82,553661,4443,34,298679.464
59.9772,2006,20457.82,553661,4443,34,298679.464
114.9931,2006,20457.82,553661,4443,34,298679.464
66,1978,5730.89,77270,414,5,42932.4
66.95,1978,5730.89,77270,414,5,42932.4
66,1978,5730.89,77270,414,5,42932.4
112.13,1978,5730.89,77270,414,5,42932.4
207.52,1978,5730.89,77270,414,5,42932.4
107.53,1978,5730.89,77270,414,5,42932.4
107.53,1978,5730.89,77270,414,5,42932.4
207.52,1978,5730.89,77270,414,5,42932.4
112.13,1978,5730.89,77270,414,5,42932.4
107.53,1978,5730.89,77270,414,5,42932.4
207.52,1978,5730.89,77270,414,5,42932.4
107.53,1978,5730.89,77270,414,5,42932.4
104.01,1983,2366.19,46031,330,2,28560.19
153.71,1983,2366.19,46031,330,2,28560.19
104.01,1983,2366.19,46031,330,2,28560.19
153.71,1983,2366.19,46031,330,2,28560.19
104.01,1983,2366.19,46031,330,2,28560.19
104.01,1983,2366.19,46031,330,2,28560.19
104.01,1983,2366.19,46031,330,2,28560.19
84.83,1986,0,40311,330,2,32576.7
76.38,1986,0,40311,330,2,32576.7
84.83,1986,0,40311,330,2,32576.7
84.83,1986,0,40311,330,2,32576.7
84.83,1986,0,40311,330,2,32576.7
84.83,1986,0,40311,330,2,32576.7
76.38,1986,0,40311,330,2,32576.7
84.83,1986,0,40311,330,2,32576.7
84.83,1986,0,40311,330,2,32576.7
84.83,1986,0,40311,330,2,32576.7
84.83,1986,0,40311,330,2,32576.7
76.38,1986,0,40311,330,2,32576.7
84.83,1986,0,40311,330,2,32576.7
84.83,1986,0,40311,330,2,32576.7
84.83,1986,0,40311,330,2,32576.7
84.83,1986,0,40311,330,2,32576.7
84.83,1986,0,40311,330,2,32576.7
84.83,1986,0,40311,330,2,32576.7
76.38,1986,0,40311,330,2,32576.7
59.98,2004,2752.18,63733,520,5,33866.26
152.98,2004,2752.18,63733,520,5,33866.26
152.98,2004,2752.18,63733,520,5,33866.26
152.98,2004,2752.18,63733,520,5,33866.26
84.55,2004,2752.18,63733,520,5,33866.26
84.87,2004,2752.18,63733,520,5,33866.26
152.98,2004,2752.18,63733,520,5,33866.26
59.98,2004,2752.18,63733,520,5,33866.26
152.98,2004,2752.18,63733,520,5,33866.26
84.55,2004,2752.18,63733,520,5,33866.26
114.69,2011,0,101633,0,15,52989.42
84.97,2011,0,101633,0,15,52989.42
84.95,2011,0,101633,0,15,52989.42
114.69,2011,0,101633,0,15,52989.42
114.69,2011,0,101633,0,15,52989.42
114.69,2011,0,101633,0,15,52989.42
84.95,2011,0,101633,0,15,52989.42
84.95,2011,0,101633,0,15,52989.42
114.69,2011,0,101633,0,15,52989.42
84.97,2011,0,101633,0,15,52989.42
114.69,2011,0,101633,0,15,52989.42
84.95,2011,0,101633,0,15,52989.42
84.95,2011,0,101633,0,15,52989.42
59.97,2011,4128.95,46318,420,6,20412
59.97,2011,4128.95,46318,420,6,20412
59.97,2011,4128.95,46318,420,6,20412
59.97,2011,4128.95,46318,420,6,20412
59.97,2011,4128.95,46318,420,6,20412
74.74,2013,46588,117075,995,12,58940.61
74.74,2013,46588,117075,995,12,58940.61
84.83,2013,46588,117075,995,12,58940.61
84.83,2013,46588,117075,995,12,58940.61
74.74,2013,46588,117075,995,12,58940.61
84.83,2013,46588,117075,995,12,58940.61
84.82,2013,46588,117075,995,12,58940.61
59.89,2013,46588,117075,995,12,58940.61
84.82,2013,46588,117075,995,12,58940.61
74.74,2013,46588,117075,995,12,58940.61
59.89,2013,46588,117075,995,12,58940.61
84.83,2013,46588,117075,995,12,58940.61
